Name,Address,Grade Spring 2020,Grade Fall 2019,Grade Spring 2019,Grade Fall 2018,Grade Spring 2018,Grade Fall 2017,Grade Spring 2017,Infection MRSA,Infection C Diff,Infection in Blood,Infection in Urinary Tract,Infection after Colon Surgery,Problem with Surgery Object Left in Patient Body,Problem with Surgery Wound Open,Problem with Surgery Complications,Problem with Surgery Collapsed Lung,Problem with Surgery Breathing Problem,Problem with Surgery Blood Clot,Problem with Surgery Accidental Cuts,Practices to Prevent Errors Order Medications through Computer,Practices to Prevent Errors Safe Medication Administration,Practices to Prevent Errors Handwashing,Practices to Prevent Errors Communication about Medicine,Practices to Prevent Errors Communication about Discharge,Practices to Prevent Errors Staff Work Together,Safety Problems Bed Sores,Safety Problems Patient Fals and Injuries,Safety Problems Air on Gas Bubble in Blood,Safety Problems Track and Reduce Risks,Doctor Nurse Staff Leadership,Doctor Nurse Staff Qualified Nurses,Doctor Nurse Staff Trained Doctors for ICU Patients,Doctor Nurse Staff Communication with Doctors,Doctor Nurse Staff Communication with Nurses,Doctor Nurse Staff Responsiveness of Hospital Staff
Methodist Medical Center of Oak Ridge,"990 Oak Ridge Turnpike Oak Ridge, TN",b,b,a,a,a,b,b,1.548,0.145,0.211,0.872,1.962,0,0.85,182.93,0.24,8.24,2.68,2.4,100,100,60,80,88,120,2.35,0.27,0,100,120,100,100,93,92,87
Methodist North Hospital,"3960 New Covington Pike Memphis, TN",b,b,b,c,c,c,c,2.099,0.152,1.084,0,1.641,0,0.92,180.73,0.32,9.73,5.2,1.82,100,100,60,79,87,120,0.3,0.499,0,100,120,100,50,91,91,84
Methodist Mansfield Medical Center,"2700 E. Broad Street Mansfield, TX",a,a,a,a,a,b,a,0.547,0.573,0.361,1.53,0.53,0,0.89,158.17,0.22,5.73,2.68,1.05,100,100,60,79,88,120,0.33,0,0,100,120,100,100,92,93,87
Methodist South Hospital,"1300 Wesley Drive Memphis, TN",b,b,c,c,c,c,c,1.334,0.379,1.421,0,1.595,0,0.92,180.73,0.32,9.73,5.2,1.82,100,100,60,79,87,120,0.3,0.499,0,100,120,100,50,91,91,84
Methodist Specialty & Transplant Hospital,"8026 Floyd Curl Drive San Antonio, TX",a,a,a,a,a,b,a,0.342,0.583,0.72,1.177,0.172,0,0.56,172.01,0.34,9.53,3.82,0.98,100,100,60,81,87,120,0.34,0.256,0,90.91,120,100,100,91,91,85
Methodist University Hospital,"1265 Union Avenue Memphis, TN",a,a,b,c,c,c,c,1.082,0.6,0.212,0.228,0.768,0,0.92,180.73,0.32,9.73,5.2,1.82,100,100,60,79,87,120,0.3,0.499,0,100,120,100,100,91,91,84
Metro Health - University of MI Health,"5900 Byron Center Ave SW Wyoming, MI",b,b,b,c,a,c,b,0.629,0.873,0.606,1.424,0.964,0,1.16,156.79,0.27,9.29,2.79,1.82,100,100,60,80,89,120,1.73,0.427,0,100,120,100,100,90,90,87
Methodist Richardson Medical Center,"2831 E President George Bush Hwy Richardson, TX",b,a,a,a,a,b,b,0.589,0.941,0.245,0.66,0.734,0,1.3,143.9,0.42,16.47,3.78,1.32,100,100,60,76,85,120,0.5,0.193,0,100,120,100,100,91,91,84
Methodist West Hospital,"1660 60th Street West Des Moines, IA",c,c,c,c,a,b,a,0.404,0.712,0.603,0.796,1.075,0.052,1.08,215.45,0.38,7.04,3.41,1.29,45,45,-2,78,86,-2,0.16,0.367,0,-2,-2,-2,5,92,91,83
MetroHealth Medical Center,"2500 MetroHealth Drive Cleveland, OH",b,b,c,c,c,c,c,1.017,0.418,0.549,0.137,0.348,0,0.83,156.99,0.33,8.96,4.78,0.95,70,75,60,74,84,120,0.74,0.432,0,100,120,100,100,89,90,83
Metropolitan Methodist Hospital,"1310 McCullough Ave San Antonio, TX",a,a,a,a,a,a,a,0.364,0.429,0.562,0.847,2.922,0,0.56,172.01,0.34,9.53,3.82,0.98,100,100,60,81,87,120,0.34,0.256,0,90.91,120,100,100,91,91,85
Miami Valley Hospital,"1 Wyoming Street Dayton, OH",c,c,c,c,c,c,c,1.363,0.563,0.313,0.466,0.738,0.127,1.19,156.12,0.22,6.56,3.92,0.83,45,45,-2,72,89,-2,0.22,0.446,0,-2,-2,-2,-2,89,90,81
Michigan Medicine,"1500 E. Medical Center Drive Ann Arbor, MI",a,a,a,a,a,a,a,0.472,0.989,0.5,0.764,1.11,0,0.84,157.09,0.3,4.42,3.28,0.92,100,100,60,80,90,110.77,0.73,0.416,0,100,120,100,100,93,94,86
Metrowest Medical Center,"115 Lincoln Street Framingham, MA",c,b,a,b,c,c,c,0.824,0.641,-1,1.129,-1,0,0.91,149.07,0.24,5.84,3.84,1.55,70,100,60,79,87,120,1.69,0.895,0,100,120,100,100,90,90,85
Mid Coast Hospital,"123 Medical Center Drive Brunswick, ME",a,a,b,c,a,a,a,-1,0.591,0,0.638,0,0,0.92,-1,0.28,9.48,3.99,1.15,100,100,60,81,85,120,0.21,0.779,0,90.91,120,100,50,93,93,89
Mid-Columbia Medical Center,"1700 EAST 19TH STREET The Dalles, OR",b,b,b,c,b,a,a,-1,0,-1,-1,-1,0,1.22,-1,0.26,5.85,3.19,1.79,45,45,-2,84,88,-2,0.28,0,0,-2,-2,-2,5,94,94,89
MidHudson Regional Hospital of Westchester Medical Center,"241 North Road Poughkeepsie, NY",d,d,d,d,c,c,c,-1,0.994,0,0.466,-1,0,0.77,215.45,0.26,10.04,7.24,2.4,70,75,60,69,83,120,1.71,0.519,0,100,120,100,100,87,87,77
MidMichigan Medical Center - Alpena,"1501 W. Chisholm Street Alpena, MI",b,c,c,b,c,c,c,-1,1.285,0,0.85,0.628,0,0.92,172.82,0.23,8.04,3.08,1.15,100,100,60,79,88,120,1.03,0.73,0,100,120,100,5,91,91,90
MidMichigan Medical Center - West Branch,"2463 S. M-30 West Branch, MI",b,b,b,b,b,b,c,-1,0.477,-1,-1,-1,0,0.94,-1,0.25,5.61,3,1.22,45,5,-2,80,90,-2,0.28,0.403,0,-2,-2,-2,-1,92,93,91
Methodist Stone Oak Hospital,"1139 E SONTERRA BLVD San Antonio, TX",a,a,a,a,b,b,b,0.944,0.803,1.278,1.291,0.956,0,0.78,145.78,0.37,6.49,2.3,1.47,100,100,60,81,86,120,0.08,0.232,0,90.91,120,100,100,91,91,85
MidMichigan Medical Center-Gratiot,"300 E. Warwick Drive Alma, MI",b,b,c,b,b,c,b,-1,1.865,-1,-1,-1,0,0.92,-1,0.25,10.11,3.63,1.17,100,75,60,84,93,120,0.25,0,0,100,120,100,50,91,91,87
MidState Medical Center,"435 Lewis Avenue Meriden, CT",a,a,c,c,c,c,c,0,0.822,0.681,0.441,1.239,0,0.87,164.31,0.31,8.79,2.38,1.26,100,100,60,79,89,120,1.04,0.168,0,100,110.77,100,100,93,94,90
MidMichigan Medical Center-Midland,"4000 Wellness Drive Midland, MI",a,c,b,b,b,a,a,0.626,0.688,0.145,0.214,0.394,0.088,1.33,150.96,0.31,11.96,4.15,1.54,100,100,60,81,88,120,0.38,0.44,0,100,120,100,100,91,91,85
Middlesex Health,"28 Crescent Street Middletown, CT",c,c,c,c,b,a,a,0.45,1.293,0,0,0.921,0,1.36,144.15,0.23,-1,3.3,1.11,45,45,-2,79,89,-2,0.92,0.391,0,-2,-2,-2,65,92,93,86
Midland Memorial Hospital,"400 Rosalind Redfern Grover Parkway Midland, TX",d,d,d,c,b,b,b,0.4,0.621,0.294,0.094,0.314,0,0.85,153.39,0.26,9.77,2.67,1.17,45,45,0,73,85,0,0.26,0.796,0,100,120,100,5,89,89,80
Milford Regional Medical Center,"14 Prospect Street Milford, MA",a,a,a,a,c,a,a,0,0.244,0.475,0.609,0.835,0,0.89,155.06,0.25,4.73,4.09,0.98,100,50,60,79,91,120,0.32,0.396,0,100,120,100,100,92,92,84
Methodist Texsan Hospital,"6700 IH 10 West San Antonio, TX",a,a,b,c,a,c,a,0,0.758,0.277,1.485,-1,0,0.56,172.01,0.34,9.53,3.82,0.98,100,100,60,81,87,110.77,0.34,0.256,0,90.91,120,100,50,91,91,85
Millard Fillmore Suburban Hospital,"1540 Maple Road Williamsville, NY",c,c,c,c,b,c,c,2.285,0.732,0.189,1.039,1.095,0,1.17,187.63,0.22,5.38,5.02,1.6,100,100,60,75,87,120,1.19,0.453,0,100,120,100,100,88,89,82
Mills-Peninsula Health Services,"1501 Trousdale Drive Burlingame, CA",b,b,c,c,a,a,a,0.394,0.696,0.569,0.154,0.551,0,0.84,134.91,0.28,9,4.36,1.4,-2,-2,-2,79,87,-2,0.22,0.281,0,-2,-2,-2,5,92,92,84
Minden Medical Center,"1 Medical Plaza Minden, LA",c,b,a,a,a,a,a,-1,1.09,-1,0.699,-1,0,0.93,-1,0.3,8.71,3.29,1.18,40,100,48,86,88,120,0.63,0.473,0,100,120,100,5,93,93,88
Mission Hospital,"509 Biltmore Avenue Asheville, NC",b,c,b,b,a,ns,a,0.394,1.07,1.092,0.66,1.512,0,1.33,153.87,0.26,13.59,3.3,1.67,70,75,60,80,88,120,0.14,0.43,0,100,120,100,100,92,92,85
Mission Community Hospital,"14850 Roscoe Boulevard Panorama City, CA",c,d,c,c,f,ns,ns,0.825,0.482,0.323,0.565,-1,0,0.93,-1,0.27,8.68,3.34,1.48,70,75,60,71,78,120,0.1,0.394,0,100,120,100,5,84,83,79
Mission Hospital Laguna Beach,"31872 Coast Hwy Laguna Beach, CA",a,a,b,b,b,b,b,-1,0,-1,-1,-1,0,0.83,164.89,0.2,14.92,3.63,1.31,70,100,54,80,87,120,0.29,0.364,0,100,120,100,100,91,91,84
Mission Hospital Regional Medical Center,"27700 Medical Center Road Mission Viejo, CA",a,a,a,b,b,b,b,0.456,0.573,0.264,1.001,1.056,0,0.83,164.89,0.2,14.92,3.63,1.31,70,100,54,80,87,120,0.29,0.364,0,100,120,100,100,91,91,84
Mission Regional Medical Center,"900 South Bryan Road Mission, TX",b,a,a,a,a,b,c,1.915,0.481,0,0.299,-1,0,0.92,155.77,0.23,11.27,3.06,1.12,100,100,60,81,81,120,0.66,0,0,100,110.77,100,15,90,89,86
Mission Trail Baptist Hospital,"3333 Research Plaza San Antonio, TX",a,a,a,a,b,b,b,0.963,0.573,0.28,0.766,0.411,0,0.93,167.76,0.34,6.2,2.06,1.64,100,100,60,81,86,120,0.61,0.502,0,100,120,100,50,90,90,86
Missouri Delta Medical Center,"1008 North Main Street Sikeston, MO",c,c,c,b,a,b,a,-1,0,-1,0,-1,0.318,0.91,170.27,0.34,12.51,2.93,1.49,15,75,60,79,86,120,1.41,0,0,100,110.77,100,100,92,92,87
Missouri Baptist Medical Center,"3015 N. Ballas Road St. Louis, MO",b,c,b,b,b,c,c,0.593,0.543,0.601,0.918,0.773,0,0.7,195.19,0.27,4.69,3.3,1.65,45,-2,-2,78,89,-2,0.62,0.331,0,-2,-2,-2,85,93,91,85
Mississippi Baptist Medical Center,"1225 North State Street Jackson, MS",b,a,b,a,b,b,a,0.887,0.896,0.703,0.197,1.378,0,0.61,146.29,0.2,10.2,2.99,1.63,100,75,60,75,85,120,0.13,0.52,0,100,120,100,50,93,92,85
Mizell Memorial Hospital,"702 North Main Street Opp, AL",c,c,d,c,ns,ns,ns,-1,0.538,-1,-1,-1,0,0.95,-1,0.26,6.88,4.78,1.25,45,45,-2,74,87,-2,0.35,0.73,0,-2,-2,-2,5,94,91,85
Mobile Infirmary Medical Center,"5 Mobile Infirmary Circle Mobile, AL",b,a,b,a,a,c,c,0.335,0.305,0.981,1.351,0.848,0.064,0.94,196.4,0.28,5.83,6.64,1.13,100,100,-2,84,89,-2,0.21,0.257,0,-2,-2,-2,5,92,92,86
Monmouth Medical Center,"300 Second Avenue Long Branch, NJ",a,a,a,a,a,a,a,1.264,0.582,0,0.315,0,0,0.82,150.23,0.29,6.07,3.52,1.06,100,100,60,80,89,120,0.12,0.398,0,100,120,100,100,91,92,85
Mon Health Medical Center,"1200 J.D. Anderson Drive Morgantown, WV",b,a,b,a,a,a,a,0,1.03,0.574,0.595,1.709,0,0.85,166.76,0.25,3.37,3.64,1.25,-2,-2,-2,80,89,-2,0.33,0.528,0,-2,-2,-2,5,93,93,86
Monongahela Valley Hospital,"1163 Country Club Road Monongahela, PA",b,b,b,a,a,a,a,0.609,0.857,0.372,0.623,0,0,0.92,-1,0.25,7.6,3.4,1.15,45,45,-2,78,91,-2,0.21,0,0,-2,-2,-2,5,92,93,88
Monmouth Medical Center Southern Campus,"600 River Avenue Lakewood, NJ",a,a,ns,ns,ns,c,c,-1,0.528,1.411,0,1.906,0,0.92,-1,0.23,9.11,3.47,1.48,100,100,60,82,89,120,0.55,0.448,0,100,120,100,100,89,94,89
Monroe Clinic Hospital,"515 22nd Avenue Monroe, WI",a,a,ns,ns,a,a,a,-1,0.502,-1,-1,-1,0,0.91,-1,0.3,6.48,3.35,1.72,45,45,-2,87,90,-2,0.24,0.867,0,-2,-2,-2,-1,94,97,91
Montclair Hospital Medical Center,"5000 San Bernardino Street Montclair, CA",a,b,ns,ns,ns,c,c,-1,0.68,0,1.321,-1,0,-1,-1,0.25,-1,3.63,1.26,100,100,60,78,86,120,0.2,0,0,100,120,100,50,87,88,85
Montefiore Einstein Campus,"1825 Eastchester Road Bronx, NY",c,c,c,c,c,c,c,0.642,1.146,1.196,1.029,1.821,0.069,1.35,159.3,0.28,9.55,5.28,1.97,100,75,60,74,80,120,1.2,0.417,0,100,120,100,100,90,88,78
Montefiore Moses Campus,"111 E. 210th Street Bronx, NY",c,c,c,c,c,c,c,1.287,1.003,1.229,1.152,0.939,0.069,1.35,159.3,0.28,9.55,5.28,1.97,100,75,60,74,80,120,1.2,0.417,0,100,120,100,100,90,88,78
Montefiore St. Luke's Cornwall,"70 Dubois Street Newburgh, NY",c,d,c,c,c,c,c,0.851,0.649,0,0.278,0,0.13,0.87,168.94,0.24,7.05,5.14,1.22,40,45,-2,73,87,-2,0.67,0.52,0,-2,-2,-2,15,90,90,80
Montefiore Nyack Hospital,"160 N. Midland Avenue Nyack, NY",c,c,b,b,c,c,b,0.756,0.276,0,0.743,0.871,0,1.15,146.77,0.24,6.46,5.18,1,100,100,36,70,78,120,0.69,0.261,0,100,120,100,100,88,88,79
Montefiore New Rochelle Hospital,"16 Guion Place New Rochelle, NY",c,c,c,c,c,d,d,2.1,0.597,1.22,1.877,-1,0,0.92,-1,0.26,8.09,3.77,1.7,45,50,60,71,81,120,0.53,0,0,100,120,100,100,90,87,78
Montefiore Wakefield Campus,"600 E. 233rd Street Bronx, NY",c,c,c,c,c,c,c,1.26,0.866,1.679,0.486,-1,0.069,1.35,159.3,0.28,9.55,5.28,1.97,100,75,60,74,80,120,1.2,0.417,0,100,120,100,100,90,88,78
Monument Health Rapid City Hospital,"353 Fairmont Boulevard Rapid City, SD",d,c,c,c,c,c,b,0.841,0.693,0.901,0.636,2.063,0,0.74,167.77,0.25,11.23,3.07,2.13,45,45,-2,78,86,-2,0.47,0.355,0,-2,-2,-2,5,89,88,87
Monument Health Spearfish Hospital,"1440 North Main Street Spearfish, SD",c,c,c,c,c,ns,d,-1,0.791,-1,-1,-1,0,0.95,-1,0.26,5.66,4.61,1.25,45,45,-2,81,91,-2,0.42,1.095,0,-2,-2,-2,5,92,92,91
Morristown Medical Center,"100 Madison Avenue Morristown, NJ",a,a,a,a,a,a,a,0.332,0.52,0.269,1.225,0.749,0,0.61,139.4,0.16,3.09,3.25,0.75,100,100,60,77,86,120,1.23,0.364,0,100,120,100,100,91,92,83
Monterey Park Hospital,"900 S. Atlantic Boulevard Monterey Park, CA",c,c,c,c,c,c,b,-1,1.865,-1,1.606,-1,0,0.94,-1,0.26,6.49,4.46,1.22,100,75,60,79,85,120,1.16,0,0,100,120,100,-2,89,89,85
Morris Hospital,"150 W. High Street Morris, IL",a,a,a,a,c,c,b,-1,0.675,0,0,-1,0,0.92,163.11,0.23,-1,3.72,1.13,70,100,60,84,92,120,0.19,0,0,100,120,100,5,92,92,88
Montrose Memorial Hospital,"800 S. Third Street Montrose, CO",b,b,c,c,c,c,c,-1,0.654,-1,-1,-1,0,0.91,-1,0.25,5.63,3.88,1.14,45,5,-2,83,90,-2,0.33,0,0,-2,-2,-2,5,93,93,90
Mosaic Life Care at St Joseph - Medical Center,"5325 Faraon Street St. Joseph, MO",c,c,c,c,b,b,b,1.323,0.898,1.172,0.896,0.391,0,0.74,162.55,0.23,6.26,2.8,1.09,45,45,-2,77,87,-2,0.36,0.485,0,-2,-2,-2,65,93,92,82
Morristown-Hamblen Healthcare System,"908 West Fourth North Street Morristown, TN",a,a,a,a,a,c,b,0,0.062,0,0.592,0,0,0.92,170.47,0.24,6.88,3.39,1.47,100,75,60,78,86,120,0.78,0.294,0,100,120,100,5,91,90,84
Morton Plant Hospital,"300 Pinellas Street Clearwater, FL",b,d,b,b,a,a,a,0.272,0.294,0.404,0.892,1.273,0,1.44,168.8,0.23,4.66,3.49,1.29,15,100,60,79,89,110.77,0.43,0.529,0,100,120,100,100,91,92,86
Morton Plant North Bay Hospital,"6600 Madison Street New Port Richey, FL",a,d,c,c,b,c,b,0.39,0.408,0.5,0.635,0.728,0,1.2,182.66,0.23,5.86,3.32,1.38,40,100,60,80,88,110.77,0.16,0.365,0,100,120,100,100,89,93,87
Moses Taylor Hospital,"700 Quincy Ave Scranton, PA",c,c,d,c,c,c,d,1.572,1.29,0.457,0.983,0.446,0,1.17,156.85,0.28,12.25,4.94,1.04,70,100,60,78,87,46.15,0.61,0.661,0,100,120,94.12,15,91,91,83
Morton Hospital,"88 Washington Street Taunton, MA",b,b,b,b,b,c,c,0.983,0.553,-1,1.273,0,0,0.89,161.75,0.36,8.3,3.99,1.59,100,100,60,75,89,120,0.14,0.494,0,100,120,100,100,88,89,80
Mount Carmel Grove City,"5300 North Meadows Drive Grove City, OH",b,b,b,b,c,c,c,-1,0,0,1.848,-1,0,1.19,128.64,0.36,9.98,4.37,0.75,40,100,60,73,87,120,0.21,0.29,0,100,110.77,100,100,91,90,81
Mount Auburn Hospital,"330 Mount Auburn Street Cambridge, MA",a,a,b,b,b,a,a,0,0.66,0.912,1.226,0.531,0,1.44,144,0.25,8.52,2.65,1.7,100,100,60,78,86,120,0.56,0.25,0,100,120,100,100,93,93,87
Mount Carmel St. Ann's Hospital,"500 S. Cleveland Avenue Westerville, OH",a,a,a,a,a,a,b,0.206,0.242,0.327,0.618,0.248,0,0.84,157.86,0.28,4.28,6.36,0.81,40,100,60,77,88,120,0.21,0.397,0,100,120,100,100,91,92,87
Mount Nittany Medical Center,"1800 East Park Avenue State College, PA",c,c,c,b,b,b,b,0.734,1.029,0,0.754,0.827,0.247,0.89,159.54,0.2,4.15,3.33,1.05,45,45,-2,81,88,-2,0.29,0.494,0,-2,-2,-2,5,94,94,90
Mount Pleasant Hospital,"3500 Hwy 17 North Mt. Pleasant, SC",b,b,c,c,ns,a,a,-1,0.564,-1,-1,0.767,0,0.92,-1,0.26,5.9,3.87,1.5,100,100,60,83,90,120,0.81,1.162,0,100,120,70.59,50,93,93,89
Mount Sinai Medical Center,"4300 Alton Road Miami Beach, FL",b,c,b,b,b,b,c,0.565,0.547,0.751,0.809,0.455,0,0.8,122.12,0.19,4.91,5.54,1.56,100,100,60,74,83,120,0.6,0.493,0,100,120,100,5,90,89,81
Mount Sinai Brooklyn,"3201 Kings Highway Brooklyn, NY",d,d,d,d,d,c,c,0.442,0.1,0.939,0.603,0.85,0.06,1.06,167.6,0.17,5.29,5.18,1.36,45,5,-2,71,81,-2,0.92,0.417,0,-2,-2,-2,85,91,90,79
Mount Sinai Beth Israel,"281 1st Avenue New York, NY",d,d,d,d,d,c,c,0.442,0.1,0.939,0.603,0.85,0.06,1.06,167.6,0.17,5.29,5.18,1.36,45,5,-2,71,81,-2,0.92,0.417,0,-2,-2,-2,85,91,90,79
Mount Sinai Queens,"25-10 30th Avenue Long Island City, NY",c,c,c,c,c,c,c,1.502,0.474,1.258,0.364,0.934,0.037,0.61,129.8,0.22,2.57,3.67,1.3,45,45,-2,74,85,-2,0.84,0.367,0,-2,-2,-2,85,91,89,81
Mount Sinai Morningside,"1111 Amsterdam Avenue New York, NY",b,c,c,c,c,c,d,0.68,0.136,0.92,0.478,1.042,0,0.83,148.92,0.18,5.82,3.2,1.17,70,100,-2,72,82,-2,0.46,0.609,0,-2,-2,-2,85,91,89,80
Mountain View Hospital,"1000 EAST 100 NORTH Payson, UT",a,a,a,a,a,a,a,-1,0,-1,-1,-1,0,0.93,-1,0.25,6.94,3.35,1.19,70,100,60,84,89,120,0.27,0,0,81.82,120,100,50,91,91,91
Mountain View Regional Hospital,"310 Third Street NE Norton, VA",b,b,a,a,a,b,b,-1,1.157,-1,1.285,-1,0,0.94,-1,0.3,6.58,4.16,1.22,-2,-2,-2,83,86,-2,0.32,0,0,-2,-2,-2,5,92,91,92
Mountain Point Medical Center,"3000 North Triumph Blvd Lehi, UT",c,c,c,c,b,ns,ns,-1,0.696,-1,-1,-1,0,0.91,167.3,0.24,9.9,3.73,1.91,100,100,60,74,84,120,0.46,1.471,0,100,110.77,100,5,90,89,83
Mount Sinai West,"1000 Tenth Avenue New York, NY",b,a,c,c,c,c,d,0.68,0.136,0.92,0.478,1.042,0,0.83,148.92,0.18,5.82,3.2,1.17,100,100,-2,72,82,-2,0.46,0.609,0,-2,-2,-2,85,91,89,80
Mountainview Hospital,"3100 N. Tenaya Way Las Vegas, NV",a,a,a,a,b,b,b,1.119,0.418,0.079,0.293,0,0,1.02,168.07,0.26,6.83,3.19,0.69,100,100,60,76,85,120,0.09,0.266,0,90.91,110.77,100,100,87,89,86
Mountainview Regional Medical Center,"4311 East Lohman Avenue Las Cruces, NM",c,d,ns,ns,ns,ns,ns,1.165,0.35,0.383,0.752,0,0.286,1.16,164.95,0.32,7.91,5.91,1.25,100,75,54,73,82,120,1.22,0.429,0,100,120,100,100,89,88,86
Mt. Sinai Hospital,"1500 South Fairfield Avenue Chicago, IL",d,d,d,f,c,ns,ns,0.827,0.85,0.67,2.141,0.325,0,0.92,187.87,0.24,6.03,6.46,1.76,100,100,18,70,77,110.77,0.9,0.667,0,100,120,100,100,88,85,75
Mt. Graham Regional Medical Center,"1600 South 20th Avenue Safford, AZ",c,c,c,b,ns,ns,a,-1,1.865,-1,-1,-1,0,0.94,-1,0.27,8.98,4.65,1.6,45,45,-2,83,91,-2,0.42,0,0,-2,-2,-2,5,92,93,92
MultiCare Allenmore Hospital,"1901 S. Union Avenue Tacoma, WA",c,c,c,d,c,c,c,-1,1.84,0,-1,0.623,0,0.79,178.47,0.29,9.71,5.28,1.41,100,75,60,77,86,120,0.54,0.266,0,100,120,100,5,92,91,83
Mount Carmel East Hospital,"6001 E. Broad Street Columbus, OH",b,b,b,b,b,b,b,0.462,0.552,0.273,0.787,0.381,0,1.19,128.64,0.36,9.98,4.37,0.75,40,75,60,73,87,120,0.21,0.29,0,100,110.77,100,100,91,90,81
Mountain Vista Medical Center,"1301 South Crismon Road Mesa, AZ",c,b,c,c,c,c,c,0.791,0,0,0.17,0,0,0.89,147.85,0.39,13.27,3.36,1.55,100,75,60,69,84,120,0.88,0.981,0,100,110.77,100,100,87,87,79
MultiCare Deaconess Hospital,"800 W. Fifth Avenue Spokane, WA",c,c,c,c,d,d,c,0.473,0.511,0.212,0.231,0.398,0,0.78,144.52,0.27,8.2,4.91,1.44,100,-2,-2,74,84,-2,0.23,0.421,0,-2,-2,-2,5,90,90,82
MultiCare Valley Hospital,"12606 E Mission Ave Spokane Valley, WA",b,c,c,b,b,c,c,-1,0.205,0,0.342,2.21,0,0.91,154,0.24,5.84,4.38,2.02,100,75,-2,78,89,-2,0.2,0.242,0,-2,-2,-2,5,91,91,86
Munson Healthcare Cadillac Hospital,"400 Hobart Street Cadillac, MI",a,a,a,a,a,a,c,-1,0.77,-1,-1,0.727,0,0.92,-1,0.3,5.18,2.95,1.66,100,100,60,80,92,120,0.24,0,0,90.91,120,100,5,94,93,90
Multicare Good Samaritan Hospital,"401 15th Avenue SE Puyallup, WA",b,b,b,b,a,b,b,1.04,0.409,0.517,0.733,0,0,1.06,165.67,0.21,14.15,2.8,1.75,100,75,60,76,86,120,0.63,0.334,0,100,120,100,100,90,90,83
Munson Healthcare Grayling Hospital,"1100 E. Michigan Avenue Grayling, MI",c,c,c,c,a,a,a,-1,0.795,-1,-1,-1,0,0.94,-1,0.25,11.71,4.29,1.19,100,75,24,82,91,120,0.26,0,0,54.55,120,94.12,5,92,94,91
Munson Healthcare Manistee Hospital,"1465 E. Parkdale Ave. Manistee, MI",c,d,b,c,c,c,ns,-1,1.466,-1,-1,-1,0,1.22,-1,0.26,6.38,3.31,1.15,40,100,60,79,88,120,0.34,1.45,0,100,110.77,82.35,-1,92,92,88
Munson Medical Center,"1105 Sixth Street Traverse City, MI",b,b,b,b,a,b,c,0.626,0.188,1.054,1.118,0.847,0,1.36,112.91,0.24,6.2,2.75,1.26,100,100,36,83,90,64.62,0.52,0.279,0,90.91,110.77,100,50,93,93,89
NCH Baker Hospital,"350 Seventh Street North Naples, FL",c,d,b,c,c,b,b,0.849,0.683,0.247,0.629,1.401,0.041,0.93,152.54,0.13,4.99,4.29,1.87,70,100,60,70,81,101.54,0.47,0.654,0,90.91,120,100,50,88,88,78
Murray-Calloway County Hospital,"803 Poplar Street Murray, KY",c,c,c,c,a,a,a,-1,1.536,-1,0,0,0,0.91,-1,0.24,7.9,4.06,1.11,45,5,-2,78,88,-2,0.21,1.231,0,-2,-2,-2,5,94,92,85
NCH North Naples Hospital,"11190 Healthpark Blvd Naples, FL",c,d,c,b,a,a,b,0.837,0.394,0.543,0.336,0,0.041,0.93,152.54,0.13,4.99,4.29,1.87,100,100,60,70,81,101.54,0.47,0.654,0,90.91,120,100,50,88,88,78
MultiCare Auburn Medical Center,"202 N. Division Street Auburn, WA",b,b,b,b,c,c,b,1.674,0.312,0.399,1.397,0,0,0.9,164.57,0.24,13.58,3.5,1.11,100,75,60,73,85,120,0.57,0,0,100,120,100,100,89,88,78
NEA Baptist Memorial Hospital,"4800 East Johnson Avenue Jonesboro, AR",a,a,b,b,a,a,ns,1.207,1.05,0.539,0.466,0,0,0.85,149.78,0.19,5.88,4.31,0.94,100,75,60,78,87,120,0.45,0.416,0,100,120,100,5,93,92,86
NORTHERN REGIONAL HOSPITAL,"830 ROCKFORD ST MOUNT AIRY, NC",c,c,b,c,b,a,a,-1,0.663,-1,1.699,-1,0,0.92,-1,0.34,5.88,3.02,1.16,70,75,60,78,86,120,0.25,0.628,0,100,120,100,5,93,92,87
NYC Health  Hospitals - Metropolitan,"1901 First Avenue New York, NY",a,b,b,a,a,b,b,0,0.208,0.746,0.402,-1,0,0.95,-1,0.26,-1,4.12,1.25,100,75,60,71,81,120,0.29,0,0,100,120,100,100,88,87,80
NORTHSIDE HOSPITAL,"6000 49TH STREET N SAINT PETERSBURG, FL",a,b,c,b,c,c,c,0.42,0.538,0.685,0.707,0,0,0.89,170.09,0.41,6.36,3.38,0.99,100,100,60,73,84,120,0.08,0.142,0,100,120,100,100,87,89,86
NORTON HOSPITAL,"200 E CHESTNUT ST LOUISVILLE, KY",a,a,b,a,b,b,c,0.654,0.796,0.698,0.872,1.714,0.027,0.65,164.75,0.2,13.14,4.16,0.66,100,100,60,77,86,120,0.05,0.349,0,100,120,100,100,91,92,84
NYC Health & Hospitals - Harlem,"506 Lenox Avenue New York, NY",c,c,c,c,c,c,b,0.238,0.374,0.775,0.357,-1,0,0.94,-1,0.29,-1,3.3,1.21,100,50,60,68,81,120,0.55,0.492,0,100,120,100,100,89,86,70
